FishCode,FishDesc,Consigned,Sold,LowPrice,AvgPrice,HighPrice,MonthNum,YearNum,FishGroup
CADM,Cod | market,,1348,2.0,3.4,4.86,11,2022,Cod
CADS,Cod | scrod,,3,0.71,0.71,0.71,11,2022,Cod
HDDL,Haddock | large,,5651,1.92,2.65,4.02,11,2022,Haddock
HDDP,Haddock | snapper,,181,0.8,1.22,1.45,11,2022,Haddock
PADM,"Pollock, Atl | medium",,9312,1.22,1.96,2.87,11,2022,Pollock
PADS,"Pollock, Atl | small",,893,1.06,1.62,2.03,11,2022,Pollock
CADL,Cod | large,,1576,2.49,3.92,5.52,11,2022,Cod
HDDS,Haddock | scrod,,12707,1.84,2.33,3.03,11,2022,Haddock
HWSL,"Hake, white | large",,9445,1.5,2.24,2.93,11,2022,Hake
HWSM,"Hake, white | medium",,1733,0.88,1.49,2.36,11,2022,Hake
HDDL,Haddock | large,,8136,2.29,3.29,7.17,12,2022,Haddock
PADL,"Pollock, Atl | large",,18543,1.12,2.27,5.62,12,2022,Pollock
FADL,"Halibut, Atlantic | 85-125",,87,11.86,11.86,11.86,12,2022,Halibut
HWSJ,"Hake, white | sow",,754,3.25,4.56,5.56,12,2022,Hake
HWSM,"Hake, white | medium",,713,1.57,2.15,2.59,12,2022,Hake
HWSL,"Hake, white | large",,6297,2.07,2.93,4.57,12,2022,Hake
HWSS,"Hake, white | small",,104,0.62,0.91,1.25,12,2022,Hake
POWX,Redfish | mixed,,963,0.62,0.9,1.11,12,2022,Redfish
HDDP,Haddock | snapper,,127,0.86,1.45,3.37,12,2022,Haddock
PADM,"Pollock, Atl | medium",,36566,1.33,2.08,5.57,12,2022,Pollock
PADS,"Pollock, Atl | small",,6956,0.77,1.23,2.79,12,2022,Pollock
CADL,Cod | large,,1753,3.67,5.11,7.06,12,2022,Cod
CADM,Cod | market,,4370,2.7,4.44,8.27,12,2022,Cod
CADS,Cod | scrod,,78,1.69,2.31,3.17,12,2022,Cod
HDDS,Haddock | scrod,,13372,1.85,2.8,5.02,12,2022,Haddock
PADS,"Pollock, Atl | small",,5982,1.15,1.27,1.61,1,2021,Pollock
HWSJ,"Hake, white | sow",,2634,1.69,2.15,2.75,1,2021,Hake
HWSM,"Hake, white | medium",,232,0.85,2.12,2.5,1,2021,Hake
CADS,Cod | scrod,,15,2.11,2.11,2.11,1,2021,Cod
HWSS,"Hake, white | small",,29,0.81,0.83,0.83,1,2021,Hake
HDDL,Haddock | large,,2618,1.41,1.95,2.49,1,2021,Haddock
HDDP,Haddock | snapper,,973,0.5,0.74,1.33,1,2021,Haddock
PADM,"Pollock, Atl | medium",,21050,1.16,1.3,1.98,1,2021,Pollock
CADL,Cod | large,,1594,2.92,3.64,4.37,1,2021,Cod
CADM,Cod | market,,1655,2.49,3.99,4.92,1,2021,Cod
PADL,"Pollock, Atl | large",,12675,1.22,1.48,2.29,1,2021,Pollock
HDDS,Haddock | scrod,,19800,1.03,1.39,2.51,1,2021,Haddock
HWSL,"Hake, white | large",,1822,1.99,2.4,3.01,1,2021,Hake
POWX,Redfish | mixed,,1195,0.52,0.67,1.25,1,2021,Redfish
HDDL,Haddock | large,,1379,1.54,1.99,2.21,2,2021,Haddock
HWSJ,"Hake, white | sow",,3500,1.09,1.91,2.35,2,2021,Hake
CADM,Cod | market,,1090,2.05,2.41,3.0,2,2021,Cod
HWSS,"Hake, white | small",,6,0.88,0.88,0.88,2,2021,Hake
HWSL,"Hake, white | large",,3422,1.12,1.88,2.35,2,2021,Hake
PADS,"Pollock, Atl | small",,5036,0.98,1.06,1.32,2,2021,Pollock
HWSM,"Hake, white | medium",,462,1.07,1.7,2.12,2,2021,Hake
PADM,"Pollock, Atl | medium",,10321,1.17,1.4,1.54,2,2021,Pollock
CADL,Cod | large,,674,2.21,2.37,3.15,2,2021,Cod
HDDP,Haddock | snapper,,222,0.7,1.17,1.37,2,2021,Haddock
HDDS,Haddock | scrod,,5589,1.16,1.64,1.98,2,2021,Haddock
POWX,Redfish | mixed,,197,0.52,0.85,1.49,2,2021,Redfish
PADL,"Pollock, Atl | large",,6415,1.22,1.63,1.87,2,2021,Pollock
CADL,Cod | large,,1126,2.05,2.87,4.22,3,2021,Cod
HDDS,Haddock | scrod,,18573,0.92,1.3,2.52,3,2021,Haddock
HWSL,"Hake, white | large",,3403,1.18,2.57,3.92,3,2021,Hake
CADS,Cod | scrod,,6,1.65,1.92,2.19,3,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,62,7.81,7.81,7.81,3,2021,Halibut
HDDL,Haddock | large,,3703,1.59,2.15,2.52,3,2021,Haddock
PADM,"Pollock, Atl | medium",,5670,1.41,2.04,2.78,3,2021,Pollock
HWSJ,"Hake, white | sow",,3179,1.19,2.69,3.62,3,2021,Hake
CADM,Cod | market,,1564,2.01,2.76,3.97,3,2021,Cod
PADL,"Pollock, Atl | large",,2665,1.51,2.72,3.92,3,2021,Pollock
HWSS,"Hake, white | small",,81,1.2,1.2,1.2,3,2021,Hake
FADM,"Halibut, Atlantic | 50-85",,86,7.01,7.01,7.01,3,2021,Halibut
POWX,Redfish | mixed,,3270,0.52,0.7,0.87,3,2021,Redfish
HWSM,"Hake, white | medium",,1150,0.77,1.43,2.18,3,2021,Hake
PADS,"Pollock, Atl | small",,6558,0.8,1.15,1.88,3,2021,Pollock
HDDP,Haddock | snapper,,1062,0.48,0.71,1.36,3,2021,Haddock
POWX,Redfish | mixed,,784,0.57,0.63,0.63,4,2021,Redfish
HWSL,"Hake, white | large",,108,2.01,2.02,2.21,4,2021,Hake
PADL,"Pollock, Atl | large",,1477,2.04,2.41,3.72,4,2021,Pollock
HDDL,Haddock | large,,2720,1.95,2.63,3.11,4,2021,Haddock
HDDP,Haddock | snapper,,569,0.59,1.01,1.5,4,2021,Haddock
PADM,"Pollock, Atl | medium",,2032,1.61,1.93,3.82,4,2021,Pollock
CADL,Cod | large,,901,2.52,3.69,4.62,4,2021,Cod
CADM,Cod | market,,2129,2.41,3.09,3.72,4,2021,Cod
HDDS,Haddock | scrod,,3584,1.47,1.89,2.68,4,2021,Haddock
CADS,Cod | scrod,,6,1.75,1.75,1.75,4,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,229,7.7,9.2,9.96,4,2021,Halibut
FYWS,Yellowtail | small,,436,0.64,0.64,0.64,4,2021,Yellowtail
FYWL,Yellowtail | large,,19,0.99,0.99,0.99,4,2021,Yellowtail
FADL,"Halibut, Atlantic | 85-125",,208,7.6,7.96,8.31,4,2021,Halibut
HWSM,"Hake, white | medium",,168,1.46,1.46,1.46,4,2021,Hake
HWSJ,"Hake, white | sow",,293,2.01,2.01,2.01,4,2021,Hake
PADS,"Pollock, Atl | small",,428,1.49,1.79,2.75,4,2021,Pollock
CADM,Cod | market,,663,2.49,2.57,2.67,5,2021,Cod
PADL,"Pollock, Atl | large",,576,3.08,3.39,4.02,5,2021,Pollock
HDDP,Haddock | snapper,,44,0.95,0.96,0.97,5,2021,Haddock
HDDS,Haddock | scrod,,2743,1.78,2.47,2.77,5,2021,Haddock
PADM,"Pollock, Atl | medium",,633,2.82,2.87,3.21,5,2021,Pollock
POWX,Redfish | mixed,,1094,0.6,0.78,0.83,5,2021,Redfish
CADL,Cod | large,,217,2.49,4.2,4.47,5,2021,Cod
HWSM,"Hake, white | medium",,617,1.71,1.84,2.23,5,2021,Hake
HWSL,"Hake, white | large",,1675,2.67,2.87,3.77,5,2021,Hake
PADS,"Pollock, Atl | small",,57,1.25,1.49,1.8,5,2021,Pollock
FADS,"Halibut, Atlantic | 10-50",,49,8.3,8.3,8.3,5,2021,Halibut
HDDL,Haddock | large,,756,2.01,2.54,2.92,5,2021,Haddock
HWSS,"Hake, white | small",,81,0.91,1.14,1.17,5,2021,Hake
HWSJ,"Hake, white | sow",,1424,3.62,3.79,4.07,5,2021,Hake
HDDP,Haddock | snapper,,25,0.6,0.68,0.69,6,2021,Haddock
PADS,"Pollock, Atl | small",,638,1.0,1.25,2.22,6,2021,Pollock
HWSM,"Hake, white | medium",,2139,1.02,1.64,2.81,6,2021,Hake
PADL,"Pollock, Atl | large",,1438,2.06,2.67,2.86,6,2021,Pollock
HWSS,"Hake, white | small",,171,0.53,0.97,1.15,6,2021,Hake
POWX,Redfish | mixed,,746,0.44,0.54,0.6,6,2021,Redfish
CADM,Cod | market,,901,1.98,3.24,4.97,6,2021,Cod
HWSJ,"Hake, white | sow",,1839,2.46,4.18,5.26,6,2021,Hake
HDDL,Haddock | large,,899,2.19,2.66,3.25,6,2021,Haddock
PADM,"Pollock, Atl | medium",,1690,1.61,2.45,2.83,6,2021,Pollock
CADL,Cod | large,,687,2.91,3.67,4.72,6,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,53,9.61,9.61,9.61,6,2021,Halibut
HDDS,Haddock | scrod,,2308,1.49,2.06,2.61,6,2021,Haddock
HWSL,"Hake, white | large",,8675,1.73,3.3,4.27,6,2021,Hake
HWSJ,"Hake, white | sow",,1642,1.63,3.56,4.66,7,2021,Hake
HWSM,"Hake, white | medium",,1492,0.83,1.18,2.3,7,2021,Hake
PADS,"Pollock, Atl | small",,548,1.36,2.04,2.56,7,2021,Pollock
POWX,Redfish | mixed,,1308,0.5,0.81,1.04,7,2021,Redfish
HWSS,"Hake, white | small",,96,0.49,0.63,0.71,7,2021,Hake
HDDL,Haddock | large,,1048,2.17,3.08,3.92,7,2021,Haddock
PADM,"Pollock, Atl | medium",,2093,2.45,2.94,3.42,7,2021,Pollock
CADL,Cod | large,,456,3.26,4.45,5.37,7,2021,Cod
CADM,Cod | market,,1430,2.96,3.46,3.96,7,2021,Cod
HDDP,Haddock | snapper,,38,0.49,0.73,0.75,7,2021,Haddock
HDDS,Haddock | scrod,,2417,1.04,2.05,2.95,7,2021,Haddock
FADM,"Halibut, Atlantic | 50-85",,59,9.46,9.46,9.46,7,2021,Halibut
HWSL,"Hake, white | large",,21765,1.03,1.64,3.82,7,2021,Hake
PADL,"Pollock, Atl | large",,3404,2.34,3.11,3.67,7,2021,Pollock
CADS,Cod | scrod,,3,1.72,1.72,1.72,8,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,39,8.56,8.56,8.56,8,2021,Halibut
HDDL,Haddock | large,,5995,1.5,2.49,2.81,8,2021,Haddock
HWSS,"Hake, white | small",,1007,0.5,1.12,1.66,8,2021,Hake
HWSJ,"Hake, white | sow",,2740,2.09,4.36,5.21,8,2021,Hake
PADS,"Pollock, Atl | small",,1278,1.21,2.1,2.7,8,2021,Pollock
CADL,Cod | large,,1335,1.75,3.87,4.81,8,2021,Cod
FADM,"Halibut, Atlantic | 50-85",,343,6.5,8.23,9.51,8,2021,Halibut
HDDS,Haddock | scrod,,6451,1.29,2.46,2.8,8,2021,Haddock
HWSL,"Hake, white | large",,32075,1.36,2.27,3.92,8,2021,Hake
HWSM,"Hake, white | medium",,3573,0.81,1.82,2.4,8,2021,Hake
HDDP,Haddock | snapper,,69,0.5,1.58,1.99,8,2021,Haddock
PADM,"Pollock, Atl | medium",,8024,1.65,2.68,3.57,8,2021,Pollock
POWX,Redfish | mixed,,884,0.5,0.66,1.54,8,2021,Redfish
CADM,Cod | market,,3039,1.75,3.43,4.01,8,2021,Cod
PADL,"Pollock, Atl | large",,15757,1.79,2.7,3.77,8,2021,Pollock
CADS,Cod | scrod,,8,1.24,1.24,1.24,9,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,73,7.4,8.19,8.95,9,2021,Halibut
HDDS,Haddock | scrod,,9422,1.44,1.89,2.48,9,2021,Haddock
HWSL,"Hake, white | large",,29920,1.54,2.29,2.9,9,2021,Hake
CADM,Cod | market,,5317,1.99,2.5,4.57,9,2021,Cod
HWSJ,"Hake, white | sow",,2484,2.47,3.92,5.16,9,2021,Hake
HDDL,Haddock | large,,5333,1.87,2.14,2.78,9,2021,Haddock
HWSS,"Hake, white | small",,107,0.56,0.79,1.1,9,2021,Hake
POWX,Redfish | mixed,,1005,0.44,0.84,1.68,9,2021,Redfish
PADL,"Pollock, Atl | large",,14817,1.99,2.83,3.37,9,2021,Pollock
CADL,Cod | large,,2440,2.12,2.9,4.47,9,2021,Cod
HWSM,"Hake, white | medium",,1593,1.16,2.02,2.66,9,2021,Hake
HDDP,Haddock | snapper,,67,0.64,0.81,0.98,9,2021,Haddock
PADM,"Pollock, Atl | medium",,9583,1.63,2.62,3.13,9,2021,Pollock
PADS,"Pollock, Atl | small",,2100,0.9,1.68,2.53,9,2021,Pollock
PADL,"Pollock, Atl | large",,20901,1.93,2.82,3.77,10,2021,Pollock
HWSL,"Hake, white | large",,14408,1.77,2.24,2.7,10,2021,Hake
CADL,Cod | large,,854,2.49,3.51,4.36,10,2021,Cod
CADM,Cod | market,,1622,2.33,3.07,4.42,10,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,38,7.4,7.4,7.4,10,2021,Halibut
HDDP,Haddock | snapper,,36,0.75,0.78,0.79,10,2021,Haddock
HDDS,Haddock | scrod,,13032,1.39,1.91,2.5,10,2021,Haddock
HDDL,Haddock | large,,5739,1.94,2.17,2.66,10,2021,Haddock
PADM,"Pollock, Atl | medium",,12205,1.67,2.46,3.47,10,2021,Pollock
FADL,"Halibut, Atlantic | 85-125",,85,6.56,6.56,6.56,10,2021,Halibut
PADS,"Pollock, Atl | small",,530,1.16,1.62,2.53,10,2021,Pollock
HWSS,"Hake, white | small",,506,0.9,0.96,1.01,10,2021,Hake
POWX,Redfish | mixed,,2017,0.58,0.83,1.13,10,2021,Redfish
HWSJ,"Hake, white | sow",,1554,2.11,3.83,5.16,10,2021,Hake
HWSM,"Hake, white | medium",,1771,1.12,1.66,2.03,10,2021,Hake
CADM,Cod | market,,3201,2.31,2.94,4.37,11,2021,Cod
HDDP,Haddock | snapper,,36,0.52,1.03,1.47,11,2021,Haddock
PADL,"Pollock, Atl | large",,14903,1.72,2.49,3.72,11,2021,Pollock
PADM,"Pollock, Atl | medium",,11154,1.51,2.16,2.73,11,2021,Pollock
CADL,Cod | large,,1083,2.45,3.65,5.42,11,2021,Cod
HDDS,Haddock | scrod,,5607,1.56,2.1,2.87,11,2021,Haddock
HWSL,"Hake, white | large",,7118,1.31,2.22,3.01,11,2021,Hake
POWX,Redfish | mixed,,1314,0.58,1.27,2.53,11,2021,Redfish
HWSJ,"Hake, white | sow",,1267,2.95,3.74,4.57,11,2021,Hake
HWSM,"Hake, white | medium",,1140,1.09,1.82,2.6,11,2021,Hake
PADS,"Pollock, Atl | small",,829,0.8,1.62,2.5,11,2021,Pollock
CADS,Cod | scrod,,18,1.59,1.68,1.87,11,2021,Cod
HDDL,Haddock | large,,1793,1.89,2.27,3.17,11,2021,Haddock
HWSS,"Hake, white | small",,122,0.73,0.73,0.73,11,2021,Hake
HDDP,Haddock | snapper,,76,1.08,1.59,1.9,12,2021,Haddock
PADM,"Pollock, Atl | medium",,19455,1.81,3.23,4.12,12,2021,Pollock
PADS,"Pollock, Atl | small",,1701,1.18,2.29,3.02,12,2021,Pollock
CADL,Cod | large,,1644,2.53,3.98,6.21,12,2021,Cod
HDDS,Haddock | scrod,,18144,1.52,2.48,2.81,12,2021,Haddock
HWSM,"Hake, white | medium",,1195,1.3,1.71,1.98,12,2021,Hake
FADM,"Halibut, Atlantic | 50-85",,61,13.06,13.06,13.06,12,2021,Halibut
PADL,"Pollock, Atl | large",,18259,2.49,3.4,4.72,12,2021,Pollock
HWSS,"Hake, white | small",,171,0.59,0.59,0.69,12,2021,Hake
POWX,Redfish | mixed,,1170,0.59,1.1,2.02,12,2021,Redfish
HDDL,Haddock | large,,5376,1.93,2.51,2.98,12,2021,Haddock
HWSJ,"Hake, white | sow",,1863,2.56,3.29,4.27,12,2021,Hake
CADM,Cod | market,,2661,2.72,3.71,6.06,12,2021,Cod
HWSL,"Hake, white | large",,5686,1.62,2.24,3.01,12,2021,Hake
CADS,Cod | scrod,,8,2.07,2.11,2.14,12,2021,Cod
FADS,"Halibut, Atlantic | 10-50",,30,13.26,13.26,13.26,12,2021,Halibut
FYWS,Yellowtail | small,36.0,36,0.89,0.89,0.89,1,2020,Yellowtail
PADL,"Pollock, Atl | large",7825.0,7441,0.0,1.4,1.9,1,2020,Pollock
CADL,Cod | large,4435.0,4135,2.39,3.57,4.72,1,2020,Cod
CADM,Cod | market,2600.0,2204,2.48,3.63,4.62,1,2020,Cod
HDDS,Haddock | scrod,10291.0,10208,1.12,1.56,2.67,1,2020,Haddock
HWSM,"Hake, white | medium",491.0,265,0.0,1.46,2.31,1,2020,Hake
POWX,Redfish | mixed,467.0,254,0.0,0.6,0.62,1,2020,Redfish
HDDL,Haddock | large,1595.0,1595,1.6,2.6,4.47,1,2020,Haddock
HDDP,Haddock | snapper,326.0,326,0.5,0.95,1.16,1,2020,Haddock
HWSJ,"Hake, white | sow",2667.0,1932,0.0,2.83,3.87,1,2020,Hake
PADM,"Pollock, Atl | medium",30801.0,25359,0.63,0.9,1.61,1,2020,Pollock
PADS,"Pollock, Atl | small",6261.0,5089,0.0,0.65,1.68,1,2020,Pollock
FYWL,Yellowtail | large,13.0,13,1.15,1.15,1.15,1,2020,Yellowtail
HWSL,"Hake, white | large",3469.0,2798,0.0,2.44,3.03,1,2020,Hake
CADS,Cod | scrod,96.0,9,0.0,1.65,1.65,1,2020,Cod
HWSS,"Hake, white | small",107.0,60,0.0,0.4,0.47,1,2020,Hake
CADL,Cod | large,2365.0,2365,2.52,3.07,4.07,2,2020,Cod
HWSM,"Hake, white | medium",1842.0,1031,0.0,0.68,0.81,2,2020,Hake
HWSL,"Hake, white | large",11682.0,6423,0.0,0.8,1.14,2,2020,Hake
PADS,"Pollock, Atl | small",3936.0,3557,0.0,0.58,1.33,2,2020,Pollock
HWSS,"Hake, white | small",225.0,16,0.0,0.48,0.48,2,2020,Hake
POWX,Redfish | mixed,1538.0,1509,0.0,0.64,0.72,2,2020,Redfish
PADL,"Pollock, Atl | large",3833.0,3489,0.0,1.39,1.76,2,2020,Pollock
HWSJ,"Hake, white | sow",7978.0,4814,0.73,1.04,2.28,2,2020,Hake
CADS,Cod | scrod,3.0,3,1.23,1.23,1.23,2,2020,Cod
HDDL,Haddock | large,1442.0,1442,1.99,2.3,2.71,2,2020,Haddock
HDDP,Haddock | snapper,169.0,169,0.5,0.8,0.93,2,2020,Haddock
HDDS,Haddock | scrod,5192.0,4786,1.58,1.78,1.92,2,2020,Haddock
PADM,"Pollock, Atl | medium",11228.0,11228,0.68,0.85,1.59,2,2020,Pollock
CADM,Cod | market,1169.0,1169,2.17,2.97,3.57,2,2020,Cod
HWSL,"Hake, white | large",19083.0,19083,0.77,1.12,2.0,3,2020,Hake
HWSS,"Hake, white | small",647.0,283,0.0,0.61,0.8,3,2020,Hake
POWX,Redfish | mixed,1423.0,1414,0.0,0.64,1.03,3,2020,Redfish
HWSJ,"Hake, white | sow",13496.0,11621,0.0,1.16,2.02,3,2020,Hake
HWSM,"Hake, white | medium",5265.0,3876,0.0,0.86,1.62,3,2020,Hake
PADM,"Pollock, Atl | medium",5732.0,5732,0.7,1.76,3.01,3,2020,Pollock
HDDP,Haddock | snapper,221.0,78,0.0,0.55,0.84,3,2020,Haddock
PADS,"Pollock, Atl | small",930.0,730,0.66,0.94,1.51,3,2020,Pollock
CADL,Cod | large,2067.0,2067,2.0,2.99,4.07,3,2020,Cod
CADS,Cod | scrod,4.0,0,0.0,0.0,0.0,3,2020,Cod
FADS,"Halibut, Atlantic | 10-50",38.0,38,9.06,9.06,9.06,3,2020,Halibut
HDDS,Haddock | scrod,3491.0,3491,1.2,1.6,2.17,3,2020,Haddock
FYWX,Yellowtail | mixed,9.0,0,0.0,0.0,0.0,3,2020,Yellowtail
HDDL,Haddock | large,1635.0,1606,0.0,1.97,2.51,3,2020,Haddock
PADL,"Pollock, Atl | large",4041.0,4041,0.85,1.71,2.75,3,2020,Pollock
CADM,Cod | market,1107.0,769,0.0,2.5,3.52,3,2020,Cod
CADS,Cod | scrod,14.0,2,0.0,1.25,1.25,4,2020,Cod
FADS,"Halibut, Atlantic | 10-50",49.0,49,7.25,7.25,7.25,4,2020,Halibut
FYWL,Yellowtail | large,97.0,0,0.0,0.0,0.0,4,2020,Yellowtail
FYWS,Yellowtail | small,329.0,0,0.0,0.0,0.0,4,2020,Yellowtail
HWSS,"Hake, white | small",891.0,719,0.0,0.59,1.09,4,2020,Hake
FADL,"Halibut, Atlantic | 85-125",95.0,0,0.0,0.0,0.0,4,2020,Halibut
HDDP,Haddock | snapper,320.0,100,0.0,0.99,1.28,4,2020,Haddock
HWSL,"Hake, white | large",6145.0,6145,0.9,2.16,4.22,4,2020,Hake
HDDL,Haddock | large,2099.0,2099,1.65,2.48,3.19,4,2020,Haddock
HWSJ,"Hake, white | sow",6216.0,5690,1.01,2.15,3.67,4,2020,Hake
HWSM,"Hake, white | medium",3128.0,1632,0.0,1.35,2.13,4,2020,Hake
PADM,"Pollock, Atl | medium",1980.0,1980,0.79,2.29,5.67,4,2020,Pollock
PADS,"Pollock, Atl | small",298.0,189,0.0,0.72,1.17,4,2020,Pollock
CADL,Cod | large,4310.0,4310,1.94,2.49,5.31,4,2020,Cod
CADM,Cod | market,4009.0,2926,0.0,2.22,3.3,4,2020,Cod
FYWX,Yellowtail | mixed,2.0,0,0.0,0.0,0.0,4,2020,Yellowtail
HDDS,Haddock | scrod,3331.0,3245,0.0,1.89,2.26,4,2020,Haddock
POWX,Redfish | mixed,6187.0,933,0.0,0.64,1.01,4,2020,Redfish
FADM,"Halibut, Atlantic | 50-85",64.0,64,14.41,14.41,14.41,4,2020,Halibut
PADL,"Pollock, Atl | large",3562.0,3562,1.16,2.78,6.17,4,2020,Pollock
CADM,Cod | market,349.0,406,2.5,2.56,3.07,5,2020,Cod
FADS,"Halibut, Atlantic | 10-50",31.0,31,10.06,10.06,10.06,5,2020,Halibut
HDDL,Haddock | large,1004.0,1014,0.0,2.68,2.82,5,2020,Haddock
HDDP,Haddock | snapper,43.0,34,0.76,0.88,0.96,5,2020,Haddock
PADM,"Pollock, Atl | medium",4852.0,3892,0.89,1.27,1.5,5,2020,Pollock
HWSJ,"Hake, white | sow",1124.0,1084,0.0,2.11,2.39,5,2020,Hake
FADL,"Halibut, Atlantic | 85-125",189.0,189,9.16,9.16,9.16,5,2020,Halibut
PADL,"Pollock, Atl | large",3248.0,3062,0.0,1.47,1.71,5,2020,Pollock
HWSS,"Hake, white | small",182.0,97,0.0,0.49,0.5,5,2020,Hake
POWX,Redfish | mixed,5829.0,37,0.0,0.64,0.64,5,2020,Redfish
PADS,"Pollock, Atl | small",5413.0,4694,0.0,0.34,0.59,5,2020,Pollock
CADL,Cod | large,336.0,402,2.5,3.27,3.97,5,2020,Cod
HDDS,Haddock | scrod,2614.0,2621,0.0,1.94,2.09,5,2020,Haddock
HWSL,"Hake, white | large",1971.0,1976,0.0,1.79,2.14,5,2020,Hake
HWSM,"Hake, white | medium",1040.0,1043,0.91,1.0,1.54,5,2020,Hake
HDDL,Haddock | large,1108.0,1078,0.0,2.5,3.62,6,2020,Haddock
PADL,"Pollock, Atl | large",10446.0,10366,1.04,2.19,3.16,6,2020,Pollock
CADL,Cod | large,2965.0,2965,2.51,4.03,5.32,6,2020,Cod
CADM,Cod | market,2947.0,2947,2.49,3.21,3.92,6,2020,Cod
FYWX,Yellowtail | mixed,7.0,0,0.0,0.0,0.0,6,2020,Yellowtail
CADS,Cod | scrod,37.0,26,0.0,2.16,2.68,6,2020,Cod
FADS,"Halibut, Atlantic | 10-50",145.0,145,7.5,8.5,8.86,6,2020,Halibut
HDDS,Haddock | scrod,10529.0,7430,0.0,1.51,2.08,6,2020,Haddock
FADM,"Halibut, Atlantic | 50-85",56.0,56,7.6,7.6,7.6,6,2020,Halibut
FYWL,Yellowtail | large,86.0,0,0.0,0.0,0.0,6,2020,Yellowtail
FYWS,Yellowtail | small,776.0,0,0.0,0.0,0.0,6,2020,Yellowtail
HDDP,Haddock | snapper,1935.0,1717,0.0,0.66,0.8,6,2020,Haddock
PADM,"Pollock, Atl | medium",9729.0,9729,0.75,1.62,2.91,6,2020,Pollock
PADS,"Pollock, Atl | small",3032.0,2314,0.0,0.96,1.87,6,2020,Pollock
HWSJ,"Hake, white | sow",1941.0,696,0.0,1.4,2.37,6,2020,Hake
HWSM,"Hake, white | medium",5120.0,1249,0.0,0.97,2.04,6,2020,Hake
HWSL,"Hake, white | large",10408.0,6838,0.0,1.4,2.43,6,2020,Hake
HWSS,"Hake, white | small",799.0,25,0.0,0.58,0.6,6,2020,Hake
POWX,Redfish | mixed,10128.0,2051,0.0,0.61,0.8,6,2020,Redfish
FADM,"Halibut, Atlantic | 50-85",82.0,0,0.0,0.0,0.0,7,2020,Halibut
FYWX,Yellowtail | mixed,10.0,0,0.0,0.0,0.0,7,2020,Yellowtail
PADL,"Pollock, Atl | large",3649.0,3649,0.83,2.29,3.11,7,2020,Pollock
CADL,Cod | large,1589.0,1577,2.62,3.98,4.41,7,2020,Cod
CADM,Cod | market,2303.0,2096,2.24,3.33,4.07,7,2020,Cod
HDDS,Haddock | scrod,10761.0,8797,0.0,1.35,1.89,7,2020,Haddock
POWX,Redfish | mixed,4857.0,1297,0.0,0.64,0.77,7,2020,Redfish
HDDL,Haddock | large,2615.0,2276,1.99,2.88,4.61,7,2020,Haddock
HWSJ,"Hake, white | sow",3423.0,3265,0.0,2.37,3.07,7,2020,Hake
HWSM,"Hake, white | medium",7966.0,5575,0.64,1.21,2.13,7,2020,Hake
PADM,"Pollock, Atl | medium",8730.0,8730,0.72,2.05,3.08,7,2020,Pollock
HWSL,"Hake, white | large",16883.0,15434,0.94,2.08,3.57,7,2020,Hake
PADS,"Pollock, Atl | small",2778.0,2626,0.5,1.17,2.04,7,2020,Pollock
CADS,Cod | scrod,26.0,3,0.0,1.65,1.65,7,2020,Cod
FADS,"Halibut, Atlantic | 10-50",72.0,72,5.3,7.31,9.96,7,2020,Halibut
HDDP,Haddock | snapper,446.0,229,0.0,0.74,0.9,7,2020,Haddock
HWSS,"Hake, white | small",1630.0,1307,0.0,0.52,0.94,7,2020,Hake
FYWS,Yellowtail | small,310.0,0,0.0,0.0,0.0,7,2020,Yellowtail
CADL,Cod | large,658.0,2116,2.42,3.76,5.07,8,2020,Cod
FADM,"Halibut, Atlantic | 50-85",75.0,0,0.0,0.0,0.0,8,2020,Halibut
HDDS,Haddock | scrod,9928.0,11028,0.0,1.61,2.01,8,2020,Haddock
HWSL,"Hake, white | large",19909.0,27725,0.7,1.45,2.11,8,2020,Hake
POWX,Redfish | mixed,3292.0,625,0.0,0.68,0.79,8,2020,Redfish
HWSM,"Hake, white | medium",6722.0,4369,0.0,0.89,1.97,8,2020,Hake
PADS,"Pollock, Atl | small",685.0,1473,0.44,0.93,1.76,8,2020,Pollock
FYWS,Yellowtail | small,10.0,0,0.0,0.0,0.0,8,2020,Yellowtail
HWSS,"Hake, white | small",936.0,403,0.0,0.56,0.72,8,2020,Hake
PADL,"Pollock, Atl | large",7493.0,17629,0.62,1.72,2.79,8,2020,Pollock
HWSJ,"Hake, white | sow",3463.0,5097,0.95,2.22,2.86,8,2020,Hake
CADS,Cod | scrod,3.0,0,0.0,0.0,0.0,8,2020,Cod
FADS,"Halibut, Atlantic | 10-50",86.0,75,0.0,6.55,7.05,8,2020,Halibut
HDDL,Haddock | large,3924.0,4621,0.0,2.07,2.65,8,2020,Haddock
PADM,"Pollock, Atl | medium",7031.0,14219,0.92,1.46,2.56,8,2020,Pollock
CADM,Cod | market,485.0,1168,2.26,3.34,5.02,8,2020,Cod
HDDP,Haddock | snapper,495.0,522,0.0,0.91,1.2,8,2020,Haddock
HWSS,"Hake, white | small",,900,0.0,1.06,1.51,9,2020,Hake
